,index_left,code,name,latitude,longitude,start,close,type,sez_id,origin ,inv2000,inv2001,inv2002,inv2003,inv2004,inv2005,inv2006,inv2007,inv2008,inv2009,inv2010,inv2011,inv2012,inv2013,inv2014,inv2015,inv2016,ob_f_2000,tec_f_2000,adm_f_2000,ob_f_2001,tec_f_2001,adm_f_2001,ob_f_2002,tec_f_2002,adm_f_2002,ob_f_2003,tec_f_2003,adm_f_2003,ob_f_2004,tec_f_2004,adm_f_2004,ob_f_2005,tec_f_2005,adm_f_2005,ob_f_2006,tec_f_2006,adm_f_2006,ob_f_2007,tec_f_2007,adm_f_2007,ob_f_2008,tec_f_2008,adm_f_2008,ob_f_2009,tec_f_2009,adm_f_2009,ob_f_2010,tec_f_2010,adm_f_2010,ob_f_2011,tec_f_2011,adm_f_2011,ob_f_2012,tec_f_2012,adm_f_2012,ob_f_2014,tec_f_2014,adm_f_2014,ob_f_2015,tec_f_2015,adm_f_2015,ob_f_2016,tec_f_2016,adm_f_2016,ob_m_2000,tec_m_2000,adm_m_2000,ob_m_2001,tec_m_2001,adm_m_2001,ob_m_2002,tec_m_2002,adm_m_2002,ob_m_2003,tec_m_2003,adm_m_2003,ob_m_2004,tec_m_2004,adm_m_2004,ob_m_2005,tec_m_2005,adm_m_2005,ob_m_2006,tec_m_2006,adm_m_2006,ob_m_2007,tec_m_2007,adm_m_2007,ob_m_2008,tec_m_2008,adm_m_2008,ob_m_2009,tec_m_2009,adm_m_2009,ob_m_2010,tec_m_2010,adm_m_2010,ob_m_2011,tec_m_2011,adm_m_2011,ob_m_2012,tec_m_2012,adm_m_2012,ob_m_2014,tec_m_2014,adm_m_2014,ob_m_2015,tec_m_2015,adm_m_2015,ob_m_2016,tec_m_2016,adm_m_2016,ent2000,ent2001,ent2002,ent2003,ent2004,ent2005,ent2006,ent2007,ent2008,ent2009,ent2010,ent2011,ent2012,ent2013,ent2014,ent2015,ent2016,ele2000,ele2001,ele2002,ele2003,ele2004,ele2005,ele2006,ele2007,ele2008,ele2009,ele2010,ele2011,ele2012,ele2013,ele2014,ele2015,ele2016,com2000,com2001,com2002,com2003,com2004,com2005,com2006,com2007,com2008,com2009,com2010,com2011,com2012,com2013,com2014,com2015,com2016,inf2000,inf2001,inf2002,inf2003,inf2004,inf2005,inf2006,inf2007,inf2008,inf2009,inf2010,inf2011,inf2012,inf2013,inf2014,inf2015,inf2016,wat2000,wat2001,wat2002,wat2003,wat2004,wat2005,wat2006,wat2007,wat2008,wat2009,wat2010,wat2011,wat2012,wat2013,wat2014,wat2015,wat2016,tss2000,tss2001,tss2002,tss2003,tss2004,tss2005,tss2006,tss2007,tss2008,tss2009,tss2010,tss2011,tss2012,tss2013,tss2014,tss2015,tss2016,buiilt2000,buiilt2001,buiilt2002,buiilt2003,buiilt2004,buiilt2005,buiilt2006,buiilt2007,buiilt2008,buiilt2009,buiilt2010,buiilt2011,buiilt2012,buiilt2013,buiilt2014,buiilt2015,buiilt2016,ocu2000,ocu2001,ocu2002,ocu2003,ocu2004,ocu2005,ocu2006,ocu2007,ocu2008,ocu2009,ocu2010,ocu2011,ocu2012,ocu2013,ocu2014,ocu2015,ocu2016,sal_op2000,sal_op2001,sal_op2002,sal_op2003,sal_op2004,sal_op2005,sal_op2006,sal_op2007,sal_op2008,sal_op2009,sal_op2010,sal_op2011,sal_op2012,sal_op2013,sal_op2014,sal_op2015,sal_op2016,sal_tec2000,sal_tec2001,sal_tec2002,sal_tec2003,sal_tec2004,sal_tec2005,sal_tec2006,sal_tec2007,sal_tec2008,sal_tec2009,sal_tec2010,sal_tec2011,sal_tec2012,sal_tec2013,sal_tec2014,sal_tec2015,sal_tec2016,len2000,len2001,len2002,len2003,len2004,len2005,len2006,len2007,len2008,len2009,len2010,len2011,len2012,len2013,len2014,len2015,len2016,id,shapeName
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Las Matas de Santa Cruz
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,JimanÃ­
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,BanÃ­
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Villa Hermosa
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,El Cercado
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Eugenio MarÃ­a De Hostos
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,BohechÃ­o
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Arenoso
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,TÃ¡bara Arriba
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Vicente Noble
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Consuelo
19,16,DOM-CIP,Caribbean Industrial Park ,19.410116,-70.661171,1997,0,private,16,1,18051016,50560204.77,46506866.87,41356877,87086690.8,67237667.9,80945068.95,106653235.4,94008689.99,97436928.19,98848558.18,74088828.3,90022192.1,92176467.35,81632133.9,86613144.4,75017908.83,1679,549,126,1603,137,120,1842,122,280,2087,141,496,2425,175,158,1328,284,149,1098,226,111,2024,558,156,1604,471,122,884,345,86,810,331,91,962,286,113,1245,441,116,1422,443,181,1715,381,377,1629,451,305,2522,678,197,2085,342,150,2572,393,329,2043,484,354,2747,365,128,2000,497,175,1466,544,112,2313,1372,87,2168,1095,89,1614,598,65,1213,565,82,1155,542,85,1472,803,91,1798,1061,149,1660,937,393,1871,898,203,15,14,13,11,13,15,16,16,14,15,18,20,20,23,27,29,30,8864202,23042736.06,11147686.73,36867922.31,87363210.07,65407518.8,70584347.77,106637497.1,90381177.52,80355505.87,45913185.07,86861655.83,180360924.8,112918397.2,128755649.2,146043047.4,127272.03,0,0,0,8733568.27,13649317.18,8538792.75,11853413.16,14166523.46,15574103.65,14522582.9,7501807.64,8915092.61,16689509.16,6310606.25,10001543.65,9700286.51,10326.43,0,5248053.79,2201656.58,3333914.28,4221563.57,3197934.44,3236198.75,7510872.95,5487855.36,3987825.93,48703113.25,4350456.33,5342132.32,6398596.44,7146610.52,8480759.54,9289.85,457832,764430.72,704833.4,1085400.28,3830485.58,8757942.18,13653532.46,9876949.39,11571109.6,11946023.29,5640274.43,13561726.1,13780807.91,18248566.19,25030231.76,22133148.27,21575.69,4009688,5865570.56,7135079.04,8784222.09,7421156.14,5980210.85,5078569.88,43130318.51,191251263.2,54453450.85,73652784.85,121479731,85154028.71,59421102.41,181936505.1,161131111.9,170362.39,825766,825766,860000,872000,879000,985000,985000,985000,1006908,1006908,1006908,1006908,1006908,1006908,1225518.94,1225518.94,1225518.94,825766,745112,850000,872000,879000,819312,931445.37,931445.37,789600,707867,602787,764694,970485.3,1002276.96,1225518.94,1225518.94,1225518.94,819.27,860.15,819.88,1095.76,1388.02,1735.7,1706.91,1411.92,1827.57,1854.56,2030.66,2466.59,2230.27,2268.3,2298.04,2547.89,2639.78,1952.05,1761.5,1902,2403.13,3227.31,2806.29,3181.8,2753.53,3723.66,3911.5,4211.68,4413.26,3895.07,3696.46,3988.64,3927.18,4950.82,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,19,PuÃ±al
19,52,DOM-LIM,El Limonal ,19.44195379,-70.63858151,2005,0,private,52,1,0,0,0,0,0,3816492.03,4198206.6,4049887.1,2848669.88,3777074.21,5526995.41,5087227.7,5087227.7,5396532.18,7409162,3586845.4,5604124.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,6,8,109,3,9,59,2,10,61,2,9,62,3,7,80,6,6,134,6,6,67,9,7,165,5,24,155,5,26,131,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,17,15,75,12,10,72,7,10,69,8,10,100,7,6,70,10,2,106,11,2,36,12,5,125,22,24,63,15,17,68,13,23,0,0,0,0,0,3,3,3,3,2,2,2,2,4,6,5,5,0,0,0,0,0,342221,43391834.21,0,0,0,0,0,0,180000,2811290.02,5150982.66,8197.46,0,0,0,0,0,478261.38,1722712,368812.75,321598.37,333102,418396,361723,407652,777916.19,1055349.74,1112253.18,1658.17,0,0,0,0,0,215746.39,863991.31,147455.11,114186.46,107114,160265.75,194796,161892,400657,478989.87,390261.39,454.13,0,0,0,0,0,31314,0,0,0,0,0,0,0,0,470751.84,569976.4,57.24,0,0,0,0,0,167796,860031.1,1068882.06,3069128.87,693746.23,4102334.28,0,4622677.78,25942393.21,7872473.7,9784219.92,9995.44,0,0,0,0,0,40199,40199,40219,40219,40219,46445,46445,75000,75000,75000,75000,75000,0,0,0,0,0,40199,40199,40219,40219,40219,46445,46445,75000,75000,75000,75000,75000,0,0,0,0,0,1158.99,1300,1726.75,1926.93,1600,2050,1800,1800,1984.39,2886.51,2821.85,2381.51,0,0,0,0,0,1962.61,1833.33,2508.46,2626.23,4098,3903,3300,3300,3233.33,4205.25,4340.74,4815.08,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,19,PuÃ±al
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Juan Santiago
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,La Descubierta
22,60,DOM-MUL,Multimodal Caucedo ,18.42636819,-69.63506753,2002,0,private,60,1,0,0,1103830.66,1211975,98458000,8818000,10050000,10050000,15925000,15815800,16115800,20499000,20435709.36,20842858.13,20844020.9,10264020.9,10459806.19,0,0,0,0,0,0,0,3,9,0,1,11,6,2,35,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2,1,0,3,0,0,0,0,0,0,0,58,20,0,14,7,596,151,147,29,25,8,17,24,4,8,7,5,0,2,3,0,2,3,0,4,5,0,7,4,2,6,4,42,8,7,39,27,5,16,24,9,0,0,1,1,4,3,2,2,2,2,3,3,3,4,4,4,4,0,0,0,0,382589.57,0,0,0,0,0,100000,150000,373305.86,507341.2,528593.12,296750.33,278.47,0,0,0,4239266,3144743.46,1780837.06,0,0,0,0,20048,10000,37067,429883.3,251885.28,203613.08,189.24,0,0,157042.6,633145,332000,430960,0,0,0,0,0,0,25067,31582,36666,431823.87,219.18,0,0,0,0,3521.56,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372698,32500,95903.92,0,0,37124013,69617781.24,46128232.99,51770209.9,53699783.1,64360982.39,675339.13,800017.47,840.08,0,0,107600,107600,96302,96302,96302,96302,96302,96302,96302,96302,96302,96302,96302,96302,96302,0,0,107600,107600,96302,96302,96302,96302,96302,96302,96302,96302,96302,96302,96302,96302,96302,0,0,0,0,1750,1950,2300,2500,0,0,0,0,3200,1771.08,2237.18,2901.01,3823.5,0,0,1341,2086,4466.67,3133.33,3800,4100,2800,5600,4550,4228.33,4697.67,4495.27,3762.5,3925,5514.5,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,22,Boca Chica
22,38,DOM-HIT,Zona Franca Hit,18.4418766,-69.65026915,2018,0,private,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Boca Chica
